,pgc,filter,inc_m,model4_0,model4_1,model4_2,model4_3,model5_0,model5_1,model5_2,model5_3,model6_0,model6_1,model6_2,model6_3
783,38410,b'g',78,79.13942,79.446594,81.642944,81.40973,80.660126,79.18808,80.68309,78.84412,82.40745,81.43666,77.05072,82.7162
784,68446,b'i',85,85.88219,83.85751,86.88382,86.65498,85.33719,84.792656,86.76236,85.296165,83.25333,86.069885,85.58098,87.159454
785,5807305,b'c',76,68.580925,67.46289,69.73068,69.86764,67.03241,68.28683,66.368484,69.893845,68.27856,68.45993,68.56329,67.17414
786,5807510,b'i',53,54.829185,50.40558,50.790104,49.19593,52.68773,53.804245,51.730354,50.820328,49.42252,53.63323,49.635704,48.495174
787,5952663,b'r',73,71.42636,71.54127,69.63646,71.58421,72.30917,70.14812,72.13866,69.159035,74.683784,75.261215,72.824615,73.094215
788,4422660,b'c',63,56.381554,54.65675,60.81861,58.52912,57.313244,56.800026,63.61136,60.251842,60.24321,62.050415,60.345707,53.553658
789,39537,b'c',81,80.92403,81.23578,84.30885,81.6923,83.18912,82.98715,81.97103,83.778366,82.25197,83.48029,82.05203,79.05577
790,27220,b'g',86,86.78216,87.14104,86.93704,85.24437,85.51904,83.7843,85.60527,86.140915,84.84832,85.648125,85.37052,84.27496
791,2015034,b'r',82,82.82071,81.60682,81.38057,82.82765,82.46408,82.913086,80.79284,81.136185,82.21835,81.67313,81.61368,81.89552
792,49204,b'c',78,81.16615,75.6819,74.633705,76.78118,79.70517,80.837326,78.98064,77.95553,80.165436,79.204666,76.12958,74.555565
793,3777,b'c',64,79.68994,72.86306,70.787605,60.51085,67.81398,67.38347,70.500656,62.720207,69.95763,72.65222,68.87509,66.882164
794,71511,b'r',60,60.5244,59.69729,58.553917,60.514713,58.78039,60.520634,59.901024,57.952835,58.58359,60.28189,61.89426,60.08129
795,89520,b'c',89,89.19794,88.961105,89.54474,88.6685,89.422745,89.314384,88.71617,89.348114,89.05074,89.28955,89.643326,89.29586
796,32118,b'g',88,83.20196,83.97752,85.813,82.75363,83.90766,83.33513,82.65495,82.1006,82.09056,84.369385,82.54787,81.04442
797,45322,b'c',87,86.519806,85.28665,86.51163,87.03076,86.81598,87.269196,86.908264,85.58443,86.62898,86.94284,86.6961,88.09686
798,8556,b'c',48,50.510365,49.572735,50.866512,49.939266,49.317757,52.37468,50.14681,51.546165,51.58622,49.35494,48.27823,48.83746
799,2468,b'c',79,78.257324,75.02832,80.41489,78.34047,76.25843,74.7281,75.07004,74.71362,79.64784,76.462555,77.41318,79.21721
800,146216,b'r',54,53.270653,50.66141,57.926792,47.52163,58.993626,54.646557,51.68334,48.79544,56.406425,53.157585,55.298706,51.412918
801,25872,b'i',65,66.18369,66.25878,69.52244,63.828766,64.36941,64.69353,67.57659,67.252304,64.06035,66.71129,60.93229,65.26
802,1485914,b'c',70,69.83086,65.88916,69.71333,72.13198,68.19736,69.76735,67.81879,65.64869,72.82707,70.9593,69.4807,70.323235
803,32584,b'g',80,79.40347,81.42043,83.38118,82.69469,78.848434,80.436966,80.059,81.500626,79.3679,80.81883,77.59336,80.05975
804,12011,b'i',87,88.459045,86.921104,87.080536,85.88258,83.873795,84.36607,85.88208,83.828255,87.22785,87.39804,88.01332,87.28929
805,1933001,b'c',87,84.10059,84.5968,84.02169,85.66696,84.56271,82.899536,83.12025,81.48545,85.011154,84.54296,85.06424,82.69109
806,66882,b'i',50,51.959595,50.919323,49.587772,48.852383,53.683403,54.428097,51.518013,54.781708,51.83406,55.910545,49.73044,52.04451
807,5060421,b'c',85,85.80888,87.064095,86.51771,86.360275,85.216415,84.8811,84.85538,85.39752,84.64513,84.667816,83.624435,86.28709
808,58336,b'c',73,75.33801,73.46266,79.238785,78.3975,76.759674,61.72885,64.74568,73.619804,75.54547,77.777725,80.98572,74.92888
809,55078,b'c',88,85.31368,87.57877,87.81237,88.6651,88.7612,88.76252,88.517105,88.19101,88.300514,88.32091,88.22713,88.60385
810,6290,b'i',85,85.14343,87.23471,85.131,83.698456,86.53078,86.6952,85.76608,85.33863,86.02727,85.77574,84.3019,87.24185
811,2,b'i',52,51.53247,54.474907,56.59306,52.872875,54.583626,54.40409,57.050804,54.971527,52.88849,53.19099,54.03265,56.69089
812,5807366,b'c',52,52.590508,54.352905,58.251274,49.15588,56.202988,53.280834,53.30973,53.712437,51.872044,52.798378,52.600067,48.53196
813,31011,b'r',90,86.470314,89.24668,85.25278,88.83589,89.04848,88.844345,89.38907,88.70197,85.87778,87.5712,86.64589,87.93408
814,31130,b'i',66,66.78825,70.969055,62.723053,65.93712,67.37154,71.41342,67.637474,69.0374,68.94946,66.51291,69.760506,68.0161
815,50580,b'c',80,78.24179,76.58101,79.5936,76.67532,76.49112,75.80896,76.298065,78.316635,76.1862,78.36905,78.03343,76.35312
816,34236,b'c',46,49.20612,49.839867,49.259754,50.83217,48.528572,51.06926,51.293926,48.05423,51.566303,47.703613,49.16574,46.96558
817,5059381,b'c',75,76.384834,79.206406,75.53143,78.406845,79.432526,79.34506,77.72649,78.049706,80.08338,79.17145,76.69556,76.68759
818,67694,b'g',55,53.454475,55.896835,54.987823,52.95311,52.129887,53.8805,55.34275,55.077366,57.957058,56.266228,53.296257,56.331085
819,31690,b'i',58,54.135338,64.16021,55.999035,54.53346,56.555923,56.047653,53.96459,55.06579,59.855106,56.7337,62.318714,54.93203
820,68467,b'c',64,65.32089,68.94292,68.15077,68.71423,64.945816,65.10298,62.17807,66.567276,67.61581,68.17491,67.16228,70.516235
821,1187932,b'i',81,84.43058,80.70662,82.9299,83.25035,81.82884,82.72185,81.22986,80.56291,82.11871,79.850266,83.84186,83.8795
822,28630,b'c',58,55.31046,57.92019,63.858585,57.788067,52.468853,59.090668,56.180298,62.026012,53.3933,66.12646,56.707455,59.880253
823,64016,b'i',72,68.510895,71.03613,68.763054,75.36751,73.19563,70.96347,72.39138,70.51147,75.34078,69.59366,67.69136,70.38931
824,45508,b'c',59,56.212776,56.367073,58.67895,57.065796,61.292603,60.77762,59.643616,58.916042,57.513527,58.49092,58.282917,56.717484
825,46754,b'c',56,62.059135,60.667942,61.13881,57.549313,61.678486,59.33306,60.06347,60.518612,59.628048,59.767242,61.8711,60.627415
826,8964,b'r',90,89.049164,89.47538,89.69676,89.045746,89.02079,88.86337,88.54792,89.17151,89.14102,89.75433,89.235916,89.4285
827,1400264,b'c',83,83.09601,85.02132,84.681335,83.64368,83.41905,83.546555,80.32556,82.36514,84.70528,83.90991,83.86612,83.93462
828,35669,b'r',56,49.664215,51.767117,54.836575,51.80277,55.086517,51.844933,54.32493,55.52774,55.55133,53.697815,52.38861,49.764793
829,92874,b'g',87,86.3643,87.928116,86.92499,87.59807,86.82936,87.26183,86.915436,87.65789,88.03314,87.9868,85.996994,86.06856
830,17810,b'r',70,70.504326,68.624535,66.6266,69.83093,69.34619,67.472466,69.586716,66.48048,68.813446,68.64531,63.375324,70.55465
831,1165184,b'c',54,50.72346,52.723106,53.877243,54.221024,56.284073,55.122215,54.612152,53.10057,54.784885,54.67404,53.0038,53.63023
832,49204,b'i',78,80.11215,81.29126,81.83085,83.39638,76.42157,77.205475,77.538574,74.94607,79.792816,78.69032,81.89202,79.140564
833,91533,b'c',89,86.64825,86.64747,88.93753,88.05347,88.449066,88.03469,86.70168,88.53604,87.74312,89.26672,89.39874,87.10852
834,1742649,b'r',90,86.92981,87.02957,86.721825,86.910324,87.105835,88.09024,86.6712,87.70415,86.118454,87.67931,88.355515,87.09237
835,37416,b'c',73,74.92384,67.59525,69.538155,72.14725,71.11,70.602486,68.44298,67.88812,71.50636,71.26039,70.238945,72.413
836,23485,b'c',60,54.792217,56.097237,60.42614,55.30836,53.695053,54.13907,57.548485,59.088253,57.648033,58.977932,55.50646,54.64578
837,5518,b'c',90,89.78381,89.43485,89.59123,89.30788,89.25827,89.740814,89.15785,88.76743,89.772606,89.57226,89.52236,89.85966
838,1257834,b'c',88,87.5856,87.03421,87.6259,88.00061,87.23522,86.681,86.76742,85.96747,87.64188,88.94255,87.049805,87.60523
839,42944,b'c',80,79.82936,80.20793,79.68493,81.45778,78.6525,78.1772,77.03088,77.81326,79.13527,78.85721,78.92213,76.04288
840,91251,b'r',90,88.70033,89.74065,89.527985,89.78682,89.65254,89.64709,89.578926,89.34439,89.689896,89.67474,89.37523,89.608215
841,15084,b'r',67,66.747696,66.35768,68.8103,69.636856,69.38829,64.01997,68.72188,70.78904,65.38885,67.53309,64.888596,64.29633
842,37092,b'c',85,84.43326,82.60173,83.13416,82.90781,82.23019,83.58482,81.32,84.24564,85.15977,86.06067,86.05462,81.93436
843,51875,b'g',79,77.874374,77.33276,81.18428,79.977806,79.23718,77.44351,80.26848,79.70717,78.40882,75.76124,78.28691,76.19909
844,27444,b'i',81,83.43428,84.95983,85.19336,83.60272,82.32312,82.993515,82.20983,82.36104,84.43221,82.7095,81.23784,80.655426
845,39191,b'i',76,69.8724,68.60828,71.13652,69.21968,68.62053,70.21884,69.17655,69.92221,68.6278,73.133865,67.79074,73.96704
846,34459,b'c',66,61.30265,61.35239,63.527843,60.709824,65.05104,62.924297,63.236595,63.67575,59.895683,62.35975,64.67237,65.94067
847,4014520,b'c',81,79.61831,78.50547,78.90318,80.33621,80.1897,78.60492,77.28758,79.91029,80.87288,77.44032,80.24223,78.02034
848,1152,b'c',58,54.934696,60.497955,57.840187,55.32165,56.96374,50.074707,57.73161,59.328857,61.01358,57.266068,54.09028,57.523964
849,1466493,b'c',79,73.68974,74.83232,77.61348,76.50765,75.905685,77.690155,79.10422,76.506714,77.37897,75.20422,77.093155,76.30116
850,1885372,b'c',76,71.6231,73.69028,73.33496,71.75044,70.45943,70.43429,70.33232,67.93706,74.14138,74.08536,70.135895,73.806404
851,45847,b'i',57,52.271374,54.6905,54.025223,54.314648,50.9328,55.569927,55.41275,52.85521,54.891796,62.025223,52.518723,54.501343
852,922844,b'i',73,70.84499,70.60817,69.6159,69.48918,73.98537,72.79962,72.92076,74.9746,70.007805,72.06592,71.97404,67.93408
853,1572887,b'r',83,80.59849,82.83011,80.60481,77.39305,80.177155,79.6861,78.24474,78.72242,79.59159,79.62958,80.29672,80.33982
854,39316,b'c',57,52.860447,51.019775,64.39204,62.55111,51.6956,52.00743,50.895687,55.753586,55.087303,59.082592,55.953575,61.532936
855,60044,b'c',88,88.406815,88.750946,86.885345,89.16752,88.04009,88.1151,87.01216,88.12451,88.79722,88.75726,87.16061,88.011215
856,52411,b'g',90,86.775116,88.62482,87.47504,86.25871,87.596954,88.07148,88.89291,88.010925,88.864555,83.81004,85.28458,87.55494
857,1683891,b'c',87,84.18618,87.37486,88.19669,88.02664,87.149704,86.12195,86.56818,86.91087,87.24686,87.45364,87.86586,86.70476
858,38588,b'r',80,80.13487,79.5103,82.01021,78.62325,79.2753,78.880066,79.363235,79.22927,82.08736,85.76878,80.54776,79.71132
859,47985,b'c',86,85.19833,85.76506,85.21326,84.07651,83.5423,86.192604,85.16553,85.32144,87.336075,86.896614,85.436295,87.10385
860,37804,b'g',58,60.28803,63.04861,58.58495,59.457405,59.56058,58.591877,59.396946,60.786507,61.00718,63.345074,58.87969,57.29755
861,45508,b'i',59,58.2718,55.520203,57.437134,58.924026,62.882687,63.195038,59.596443,61.77501,61.151676,63.572372,61.56186,60.896362
862,16367,b'i',58,62.523872,64.63763,56.920063,62.666008,64.44678,64.023346,63.21849,62.479996,65.711586,66.72023,58.13824,59.12035
863,1827249,b'c',87,79.9624,81.66262,81.96678,82.131424,80.47696,82.38641,80.70604,80.28321,82.8174,83.75548,80.86212,80.71156
864,10215,b'c',72,66.600876,69.18215,69.2734,65.78917,66.27496,67.44807,65.45109,68.81842,67.08411,68.40475,67.09682,67.94711
865,39537,b'i',81,83.519104,82.13039,81.45357,82.28381,82.411255,80.9594,79.838,79.91167,85.413864,82.57917,83.11635,83.29978
866,1758301,b'g',90,89.59709,89.34987,89.6349,89.57077,88.82507,89.53525,89.369125,89.62169,89.537155,89.34454,89.331184,89.651245
867,1714876,b'c',81,77.88396,78.71572,77.48419,75.382095,78.08655,78.00014,77.4326,76.98183,76.79989,77.96057,83.506615,79.714035
868,51755,b'c',53,52.290928,54.87906,54.45366,56.321144,52.99956,52.156452,52.228703,55.08317,54.82241,49.23876,51.400036,52.865734
869,53872,b'c',54,56.74288,54.96292,56.2706,54.874344,58.137753,56.914307,57.792908,60.44392,57.594048,56.973274,60.04679,59.909687
870,1515584,b'r',88,86.34503,86.2954,85.16833,87.1274,86.01871,85.14758,86.231575,86.51897,87.05672,82.88178,85.35392,86.589165
871,1265517,b'g',89,84.67072,85.404175,81.4943,83.013756,88.37555,88.07858,86.867836,87.5821,82.57504,85.98816,86.05957,85.42334
872,45241,b'r',76,76.25456,77.5072,78.97329,78.092316,79.19812,78.80034,77.26063,77.13472,76.044785,79.82565,77.632126,76.27755
873,64569,b'r',78,69.85408,73.44465,75.40054,73.018456,75.52605,74.826355,75.259636,74.861755,73.85348,72.26524,72.717606,71.656555
874,1265112,b'r',68,65.1797,60.355606,68.51558,63.254948,65.59401,61.767525,60.447285,63.897827,65.31738,65.770645,64.33078,66.35892
875,11971,b'c',71,67.90117,68.10855,68.43448,69.57017,63.922222,67.739716,69.09532,55.008125,70.192406,68.84492,67.94759,57.844017
876,1800577,b'c',72,72.435196,74.01728,76.92321,75.00546,71.075195,72.61731,74.707184,73.97238,73.41144,75.362656,76.57157,72.06604
877,1498419,b'c',81,80.34501,82.51158,81.214424,78.81108,80.878586,80.36946,78.98418,78.91144,77.99458,82.77942,79.295425,79.19391
878,26317,b'c',80,78.48147,79.2717,80.58986,81.0492,77.27443,78.00891,76.33063,77.85777,77.81888,78.88766,77.74524,78.29619
879,25161,b'c',73,74.59697,75.075836,77.45769,74.952415,75.535805,73.58524,74.86184,74.70547,75.72922,75.48172,78.15269,75.72565
880,36312,b'c',86,86.61633,85.65695,86.1739,87.45595,87.15396,86.50638,86.84978,86.28024,86.387375,87.05276,87.14948,85.66315
881,5059377,b'c',62,58.623493,59.576397,59.340736,55.515015,59.96222,58.06052,58.7417,54.34803,61.103485,57.651,56.873726,54.85517
882,30912,b'i',61,59.242756,55.262413,62.57849,56.708847,61.31861,60.812485,60.748055,63.05776,57.743797,57.8338,64.267006,55.190186
883,57430,b'r',82,85.19295,83.20723,86.07108,83.77132,84.06404,83.08447,80.90381,81.55829,83.37924,86.78657,84.139305,84.06328
884,50297,b'c',53,52.454884,49.812576,50.544884,52.387115,49.477142,49.751846,49.924583,52.115246,56.024303,52.525017,55.91745,53.175865
885,35913,b'c',72,69.79579,72.82164,65.20384,69.37401,71.07805,71.72693,68.72304,71.22061,72.192665,71.90549,71.59066,75.311295
886,4107104,b'c',57,52.05985,56.241127,56.155586,59.430016,57.04651,56.631157,56.35559,57.77343,59.247375,52.44693,51.435635,50.80064
887,3790456,b'c',88,84.75148,85.53418,85.207924,86.22955,85.1001,85.17721,85.86043,85.63327,85.27576,83.75141,84.4156,84.98317
888,1803164,b'c',86,82.777725,83.28673,85.640144,83.671936,85.74164,84.535736,83.78816,84.38866,86.02629,85.287285,83.99695,84.61572
889,70287,b'c',53,46.775566,50.917492,49.259754,47.507587,49.006947,48.589554,49.007195,49.21143,49.52835,49.641106,48.416145,48.788612
890,12772,b'i',76,76.649704,75.29961,78.774445,74.95678,75.9312,74.19777,74.38667,73.03876,73.94548,71.14842,73.96504,74.47913
891,29050,b'c',87,86.13367,85.15233,88.63305,87.54371,85.500656,85.046684,86.19615,85.08684,86.04149,88.51612,83.95183,86.512985
892,1216341,b'g',78,82.03319,81.842865,80.973434,82.603615,80.194565,80.22531,80.36756,80.632385,82.43945,81.48896,81.38218,82.01047
893,3377373,b'c',75,68.97449,73.64167,76.33681,68.87639,76.11195,71.57869,74.28626,74.19895,73.35437,71.8322,77.60113,72.299515
894,45083,b'c',71,61.51825,64.92202,64.68158,64.23239,63.73857,60.718235,63.389927,63.569527,64.5085,66.021904,66.61844,63.931515
895,1508992,b'c',72,65.1797,70.22177,73.326416,74.85239,68.38034,70.801735,67.4454,68.39043,68.97778,67.68105,71.6569,68.55278
896,2153072,b'i',86,86.23218,86.52395,86.30272,84.52774,87.61307,87.177925,86.00731,86.27015,85.91728,85.31308,87.327805,87.024704
897,40621,b'c',90,88.89236,85.57544,89.08569,89.05202,88.13406,85.53079,88.10838,88.24282,89.12041,88.25829,89.158875,86.8248
898,50391,b'c',85,80.48431,86.10339,82.26674,83.187965,83.620834,82.54177,84.613785,80.68593,82.15796,80.61387,82.635925,81.67478
899,6377,b'i',64,60.471252,60.459595,61.31562,61.197163,60.449802,63.752254,61.411964,66.348,66.43316,59.44326,63.182266,57.391167
900,1743,b'r',80,82.27217,84.59784,82.332275,86.09015,82.06204,79.58351,79.83148,78.6727,84.17087,82.67284,82.812126,84.921425
901,5807537,b'c',77,61.591595,58.861908,58.32779,60.057808,61.789917,65.209274,56.522346,60.07009,59.328945,63.734985,61.62281,56.89577
902,12920,b'i',79,76.52114,73.46077,77.01606,74.93034,77.07745,77.418625,76.38342,74.31423,74.75632,75.31796,80.022446,76.26269
903,92963,b'r',88,85.59838,84.77133,85.74486,86.84128,85.1853,85.37506,85.690125,86.011765,86.77702,87.08238,86.55829,87.54869
904,91424,b'r',90,89.72578,89.441376,89.72718,89.53143,89.568924,89.415665,89.30165,88.99896,89.35518,89.66237,89.61714,89.61837
905,53252,b'c',83,80.98547,83.135345,82.69919,81.642265,81.451935,80.58156,79.866196,81.41583,80.962425,82.08632,82.65604,81.71901
906,25596,b'c',88,84.21838,84.301025,84.84912,85.06093,84.1261,83.59308,84.016754,84.01779,84.99026,83.978714,83.224495,84.42871
907,1777147,b'c',87,86.87941,87.27582,86.980896,86.297195,86.2912,84.76187,85.36107,85.839066,86.20345,86.46878,85.7753,86.8625
908,1426589,b'c',82,78.60858,79.68486,78.905815,75.11885,77.387726,78.62303,78.08236,78.313644,78.5562,79.469406,81.80113,80.08272
909,2784,b'c',66,65.42554,64.703125,64.121796,63.47636,68.13097,65.89189,65.702194,61.706253,66.484856,67.85799,64.87445,67.78667
910,5059857,b'c',88,84.36511,85.79573,86.898285,85.65889,86.04718,84.96631,84.768906,85.8395,85.26857,86.21977,85.39219,84.91269
911,1669105,b'c',59,60.7023,58.302597,62.00644,58.095947,57.294712,54.933384,58.613,58.73064,56.370476,57.253483,56.95889,56.300392
912,35934,b'g',80,79.456314,81.094315,78.5572,80.13916,82.09623,80.51077,80.22499,80.71321,80.04636,79.17819,81.09195,81.660324
913,4299328,b'i',63,65.1797,69.01367,62.850296,65.88285,63.18278,63.568657,63.35196,64.58876,66.63118,58.97174,61.313828,63.285957
914,146,b'c',50,48.5774,49.966904,49.72882,48.32398,49.061028,49.648186,49.572,48.87239,49.836864,49.904312,48.321976,48.001266
915,963,b'c',67,65.65321,67.645996,65.97558,68.3804,68.64397,65.81673,66.23124,65.53441,67.12869,70.22987,68.50109,67.797554
916,1736849,b'c',66,65.1797,67.89595,69.08283,67.64956,66.31224,64.77165,64.77592,65.46014,67.06861,68.05644,66.19927,64.26664
917,1481334,b'i',82,84.3709,78.06668,84.61108,84.80547,82.79526,82.93373,82.7168,81.79999,84.85065,83.67314,82.1842,84.357574
918,5059884,b'r',53,49.409386,49.572735,49.259754,51.21624,49.573605,50.08656,48.5694,49.634033,49.55088,52.609676,49.955814,50.114166
919,43707,b'r',83,85.80241,82.08452,84.27988,86.41629,82.938774,82.74379,84.109436,83.0785,83.999664,84.543304,82.61127,86.33923
920,1223759,b'c',77,73.37018,72.221924,72.64101,76.83563,71.478485,71.012634,69.09363,71.21187,73.07444,72.815704,69.204575,70.452896
921,1260470,b'c',82,81.85654,84.824905,84.13931,83.43175,82.76886,82.40125,81.50356,83.80883,81.25365,82.94766,82.98538,82.78552
922,4093813,b'i',45,48.286797,49.572735,49.259754,50.12686,46.611435,47.116676,49.22322,49.24061,48.45196,49.1542,50.162804,47.988945
923,3226,b'c',80,74.411545,74.3338,77.83905,75.2349,74.34726,74.58206,74.58357,75.32234,71.784454,76.5288,73.87694,74.04517
924,67351,b'c',80,79.725525,86.121666,82.57943,84.933304,83.08876,80.86629,80.58143,80.15705,85.22531,82.52689,81.63687,84.549644
925,16672,b'i',75,74.29233,73.04831,72.910645,73.33531,75.27644,74.183624,74.96944,73.07097,76.25835,75.351456,74.730415,74.03716
926,47740,b'g',65,65.38825,66.795166,67.375374,62.358833,66.58369,63.11302,68.1873,67.35484,65.70216,63.20264,62.379143,63.140396
927,10346,b'r',51,49.776253,49.95884,52.90329,52.82853,52.49244,54.395443,52.267242,53.81866,52.33532,56.65235,56.346554,52.842316
928,4004078,b'g',82,84.6376,84.941666,84.80773,84.18369,85.36099,85.07582,85.839386,85.19896,84.25557,85.53683,84.42796,83.47542
929,29515,b'c',85,82.81862,83.962906,84.7861,81.29213,82.437675,82.14628,82.03866,82.45569,82.20269,83.4854,81.472694,82.49045
930,35725,b'r',88,87.72513,88.31468,87.852745,88.63507,87.62852,87.305115,87.5922,88.14278,87.35165,86.79261,87.68152,87.95575
931,62563,b'g',72,65.1797,69.04489,75.00118,65.706604,70.89078,69.045715,69.73268,69.57738,68.23973,66.60322,69.53519,70.15529
932,5060387,b'r',64,51.96086,58.05238,52.579044,51.57733,65.94031,60.47065,57.72542,63.287132,57.579216,52.66884,54.748013,55.490772
933,5075964,b'c',52,49.241093,49.572735,49.307995,49.622593,49.418987,50.012882,51.564617,50.409367,49.708767,49.00716,50.98255,48.820732
934,55833,b'g',78,82.700874,78.41814,81.44307,81.40086,75.031586,78.065674,75.62065,76.017715,80.982574,79.31408,80.831024,75.84451
935,5059935,b'c',51,51.236374,53.253464,61.086487,51.76079,49.566254,49.558937,50.815132,52.78907,54.639893,52.09196,57.49673,50.55894
936,24839,b'c',62,57.00159,57.08881,56.017296,58.00926,58.250835,57.097595,56.406574,55.302006,60.754135,56.449265,55.194893,58.142757
937,3123679,b'r',72,74.30725,68.47505,72.56811,72.815735,69.79478,70.30775,69.58044,69.265495,71.7897,70.85102,74.89523,71.92728
938,5060334,b'c',61,56.77655,59.245163,56.52729,52.827442,54.054184,57.83361,56.364697,57.966427,57.915085,56.23871,60.43229,52.421368
939,64169,b'c',65,60.300156,63.588715,62.31331,65.96047,66.44217,57.354897,62.685673,65.4423,62.992035,63.344788,62.57231,66.01907
940,1773426,b'i',78,77.90314,75.30574,75.071655,78.616486,77.57446,78.12314,75.79287,74.70057,78.93094,78.591705,75.088394,79.52303
941,1349447,b'g',70,72.301216,68.777596,70.40106,71.243706,68.59056,69.158005,67.837585,69.272835,70.906975,70.54072,69.48528,68.22136
942,27220,b'c',86,85.94425,86.499405,87.207146,88.16342,85.36981,85.63516,86.919365,86.11508,88.14192,86.48764,86.77567,87.06339
943,42919,b'c',82,86.64009,85.224495,86.553406,87.95479,84.132614,83.94281,84.919586,85.363396,86.27194,84.48265,85.55469,86.102684
944,4555535,b'g',59,54.94471,62.28786,61.02562,60.338547,59.705185,60.689766,59.971645,62.40744,55.71946,59.13835,60.858105,57.2676
945,830,b'r',51,52.783443,49.572735,51.648872,49.88539,53.648388,55.57832,50.792,52.305088,51.27305,54.229538,53.44153,52.131824
946,7246,b'g',62,57.441116,60.683865,56.354,55.397358,62.930428,59.4497,60.098522,59.41146,60.65428,59.15037,54.534004,51.973766
947,13397,b'r',86,88.40025,88.088005,88.5594,86.99495,86.710594,85.28056,86.25754,86.09434,85.56324,87.41993,88.98564,87.37765
948,1783955,b'r',86,86.38886,89.00006,88.49128,89.00926,88.10211,88.25763,87.81713,87.77463,87.666794,87.96655,88.00763,88.85748
949,4498827,b'c',78,80.701614,77.663605,77.43364,78.697876,80.02286,80.432465,78.838684,76.33798,78.73404,80.53662,78.68782,78.48314
950,91656,b'r',84,85.18725,81.46117,86.75161,83.647354,85.00029,86.11371,85.33911,85.27284,84.13745,84.08325,87.96218,87.406845
951,69771,b'g',63,65.1797,62.89009,60.224022,64.33457,64.286766,64.45459,63.7826,60.95673,64.74982,63.24099,63.726894,62.73712
952,213593,b'c',58,51.573696,53.658722,51.603527,52.021786,50.096657,49.86742,50.007538,49.404243,51.280235,54.802933,50.42804,53.069775
953,52320,b'c',56,54.837315,61.570904,58.33184,59.124237,62.77965,63.256336,60.20085,59.31968,59.739017,65.75096,60.032887,60.244637
954,1513906,b'c',77,74.76611,75.80356,76.96431,76.218575,75.84941,73.98447,74.61604,75.37575,75.82568,76.77817,74.29114,74.22644
955,11625,b'c',82,80.65854,87.56076,84.973076,85.18245,83.00481,81.36662,81.78308,82.31441,84.16447,83.14296,81.25525,85.395386
956,38682,b'i',77,74.25663,69.99936,69.679504,75.45145,72.83942,74.733055,72.09991,74.60252,72.21897,72.163956,75.06561,75.311066
957,36856,b'c',82,82.48758,83.75102,84.02266,82.28053,83.31578,80.83763,81.02492,81.37257,82.96304,84.36679,83.917145,83.47569
958,38361,b'c',80,78.012436,79.925705,79.595924,80.70991,79.80678,77.80603,79.70027,79.793304,82.452194,76.61273,76.142365,81.937584
959,9173,b'c',58,55.95045,58.962753,59.80732,56.8359,58.48446,59.55945,59.622417,59.61726,56.884686,59.754032,59.9501,55.01508
960,1385563,b'c',56,57.95049,57.360924,58.6911,54.732243,57.43968,55.413197,56.40826,57.444542,58.93406,56.738274,56.008545,55.646996
961,58888,b'c',52,49.696594,49.907368,49.662594,49.50827,47.387325,48.177048,47.862354,49.812847,50.272293,49.273354,50.574703,47.23654
962,4089458,b'c',60,53.40647,59.69995,51.705807,57.557457,55.428062,57.309753,55.339737,56.43562,55.068806,57.9298,51.88818,55.71031
963,91747,b'i',90,88.86925,88.460815,88.80798,89.52295,89.40258,89.433685,89.124306,89.867966,89.22592,89.686386,89.6577,89.69947
964,5059894,b'c',53,50.449852,50.66239,50.8828,50.127644,52.639587,52.65172,51.40545,51.870735,51.947807,52.477524,50.70077,51.288647
965,1459482,b'g',82,83.819565,83.32538,83.67032,82.45899,82.592255,81.644104,80.91045,81.09973,82.369995,82.82712,82.88186,82.56485
966,4182884,b'c',71,63.004,59.984634,61.678673,62.441494,64.40374,62.25216,63.312202,63.18055,65.73486,61.70559,62.593884,64.13652
967,5059524,b'c',81,83.48245,83.37479,82.28911,83.49381,82.34519,83.55331,80.9218,83.96529,84.83989,85.21762,84.41213,85.42052
968,1662385,b'r',76,78.57254,77.0419,76.52377,77.70311,76.62024,78.05719,74.6413,77.79577,75.753334,76.77254,76.96215,78.572266
969,47586,b'c',52,56.052715,56.830853,57.06037,55.201927,59.34645,59.301918,62.113037,58.164787,61.253998,56.969814,57.82673,53.421326
970,35877,b'c',71,69.57013,69.38457,67.37837,71.94677,63.75006,61.258427,63.277687,65.46133,67.5815,71.63963,69.14752,55.08336
971,4010135,b'i',66,66.67811,71.529076,71.00462,65.448204,66.81494,72.8739,69.83153,69.392235,73.015076,75.27613,64.67022,67.56336
972,1710134,b'r',88,87.06465,85.53616,87.010124,87.33577,85.62225,86.27812,86.03046,87.49666,86.69981,86.57463,86.499306,86.156265
973,25372,b'c',74,72.068085,72.658554,71.08524,71.31318,73.308716,73.08471,71.781525,70.86957,72.8176,72.25804,70.41463,73.957794
974,36604,b'i',58,58.323162,61.163345,61.04384,58.41794,63.056503,60.017418,62.790886,59.92222,58.594017,64.4444,55.540264,61.271484
975,43853,b'c',83,84.27489,82.41173,85.56547,83.32686,84.268906,83.80736,83.56015,83.2368,82.98219,84.00599,84.23668,82.9368
976,1624523,b'c',73,73.15439,73.435074,75.50206,74.97054,74.32529,74.60931,74.13356,74.62193,72.8034,74.06599,75.97548,72.93802
977,91358,b'r',89,88.21306,86.87628,89.18782,87.16196,88.167114,88.36158,88.447845,87.52557,88.52266,88.8731,88.29303,88.68771
